# ----------------------------------------
# Všechny údaje o webu
# Přehled publika
# 20200501-20200531
# ----------------------------------------

Index hodiny,Časové období,Segment,Uživatelé
000098,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000098,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000098,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000099,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000099,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000099,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000099,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000100,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000100,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000100,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000100,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000101,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000101,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000101,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000101,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000102,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000102,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000102,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000102,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000103,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000103,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000103,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000103,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000104,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000104,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000104,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000104,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000105,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000105,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000105,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000105,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000106,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000106,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000106,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000106,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000107,1.5.2020 - 31.5.2020,Všichni uživatelé,5
000107,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000107,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000107,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000108,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000108,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000108,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000108,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000109,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000109,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000109,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000109,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000110,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000110,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000110,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000110,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000111,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000111,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000111,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000111,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000112,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000112,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000112,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000112,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000113,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000113,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000113,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000113,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000114,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000114,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000114,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000114,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000115,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000115,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000115,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000115,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000116,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000116,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000116,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000116,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000117,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000117,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000117,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000117,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,4
000118,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000118,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000118,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000118,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000119,1.5.2020 - 31.5.2020,Všichni uživatelé,5
000119,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000119,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000119,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,5
000120,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000120,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000120,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000120,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000121,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000121,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000121,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000121,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000122,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000122,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000122,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000122,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000123,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000123,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000123,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000123,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000124,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000124,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000124,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000124,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000125,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000125,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000125,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000125,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000126,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000126,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000126,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000126,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000127,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000127,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000127,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000127,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000128,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000128,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000128,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000128,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000129,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000129,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000129,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000129,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000130,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000130,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000130,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000130,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000131,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000131,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000131,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000131,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000132,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000132,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000132,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000132,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000133,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000133,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000133,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000133,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000134,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000134,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000134,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000134,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000135,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000135,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000135,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000135,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000136,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000136,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000136,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000136,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000137,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000137,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000137,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000137,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000138,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000138,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000138,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000138,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000139,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000139,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000139,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000139,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000140,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000140,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000140,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000140,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000141,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000141,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000141,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000141,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000142,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000142,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000142,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000142,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000143,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000143,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000143,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000143,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000144,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000144,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000144,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000144,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000145,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000145,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000145,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000145,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000146,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000146,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000146,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000146,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000147,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000147,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000147,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000147,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000148,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000148,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000148,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000148,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000149,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000149,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000149,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000149,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000150,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000150,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000150,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000150,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000151,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000151,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000151,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000151,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000152,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000152,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000152,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000152,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000153,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000153,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000153,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000153,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000154,1.5.2020 - 31.5.2020,Všichni uživatelé,23
000154,1.5.2020 - 31.5.2020,Mobilní návštěvnost,5
000154,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,15
000154,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,16
000155,1.5.2020 - 31.5.2020,Všichni uživatelé,17
000155,1.5.2020 - 31.5.2020,Mobilní návštěvnost,4
000155,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,14
000155,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,11
000156,1.5.2020 - 31.5.2020,Všichni uživatelé,9
000156,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000156,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,5
000156,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,7
000157,1.5.2020 - 31.5.2020,Všichni uživatelé,6
000157,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000157,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,4
000157,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,4
000158,1.5.2020 - 31.5.2020,Všichni uživatelé,9
000158,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000158,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000158,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,7
000159,1.5.2020 - 31.5.2020,Všichni uživatelé,5
000159,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000159,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,4
000159,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,4
000160,1.5.2020 - 31.5.2020,Všichni uživatelé,5
000160,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000160,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000160,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000161,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000161,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000161,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000161,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000162,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000162,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000162,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000162,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000163,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000163,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000163,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000163,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000164,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000164,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000164,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000164,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000165,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000165,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000165,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000165,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000166,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000166,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000166,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000166,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000167,1.5.2020 - 31.5.2020,Všichni uživatelé,6
000167,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000167,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,5
000167,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,4
000168,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000168,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000168,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000168,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000169,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000169,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000169,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000169,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000170,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000170,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000170,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000170,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000171,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000171,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000171,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000171,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000172,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000172,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000172,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000172,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000173,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000173,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000173,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000173,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000174,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000174,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000174,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000174,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000175,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000175,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000175,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000175,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000176,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000176,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000176,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000176,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000177,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000177,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000177,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000177,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000178,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000178,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000178,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000178,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000179,1.5.2020 - 31.5.2020,Všichni uživatelé,7
000179,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000179,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,3
000179,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,7
000180,1.5.2020 - 31.5.2020,Všichni uživatelé,17
000180,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000180,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,4
000180,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,6
000181,1.5.2020 - 31.5.2020,Všichni uživatelé,19
000181,1.5.2020 - 31.5.2020,Mobilní návštěvnost,3
000181,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,8
000181,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,10
000182,1.5.2020 - 31.5.2020,Všichni uživatelé,9
000182,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000182,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,7
000182,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,7
000183,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000183,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000183,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000183,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000184,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000184,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000184,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000184,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000185,1.5.2020 - 31.5.2020,Všichni uživatelé,8
000185,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000185,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000185,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,6
000186,1.5.2020 - 31.5.2020,Všichni uživatelé,7
000186,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000186,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,4
000186,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,7
000187,1.5.2020 - 31.5.2020,Všichni uživatelé,2
000187,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000187,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000187,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000188,1.5.2020 - 31.5.2020,Všichni uživatelé,7
000188,1.5.2020 - 31.5.2020,Mobilní návštěvnost,3
000188,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,2
000188,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,5
000189,1.5.2020 - 31.5.2020,Všichni uživatelé,4
000189,1.5.2020 - 31.5.2020,Mobilní návštěvnost,1
000189,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000189,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,4
000190,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000190,1.5.2020 - 31.5.2020,Mobilní návštěvnost,2
000190,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000190,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000191,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000191,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000191,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,1
000191,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,2
000192,1.5.2020 - 31.5.2020,Všichni uživatelé,3
000192,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000192,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000192,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,3
000193,1.5.2020 - 31.5.2020,Všichni uživatelé,1
000193,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000193,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000193,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,1
000194,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000194,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000194,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000194,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000195,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000195,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000195,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000195,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000196,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000196,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000196,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000196,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000197,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000197,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000197,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000197,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
000198,1.5.2020 - 31.5.2020,Všichni uživatelé,0
000198,1.5.2020 - 31.5.2020,Mobilní návštěvnost,0
000198,1.5.2020 - 31.5.2020,Návštěvnost z odkazujících zdrojů,0
000198,1.5.2020 - 31.5.2020,Opakovaní návštěvníci,0
